Instance,SIB Ratio
800,0.6042857142857143
801,0.69
802,0.6285714285714286
803,0.6428571428571429
804,0.6557142857142857
805,0.58
806,0.6585714285714286
807,0.6385714285714286
808,0.68
809,0.6571428571428571
810,0.5771428571428572
811,0.6628571428571428
812,0.6428571428571429
813,0.6371428571428571
814,0.6328571428571429
815,0.6871428571428572
816,0.6542857142857142
817,0.6014285714285714
818,0.6
819,0.62
820,0.59
821,0.6571428571428571
822,0.6314285714285715
823,0.6657142857142857
824,0.6385714285714286
825,0.69
826,0.6757142857142857
827,0.6542857142857142
828,0.68
829,0.6614285714285715
830,0.6471428571428571
831,0.5785714285714286
832,0.6614285714285715
833,0.6585714285714286
834,0.6485714285714286
835,0.67
836,0.5742857142857143
837,0.6357142857142857
838,0.6742857142857143
839,0.6685714285714286
840,0.6271428571428571
841,0.6414285714285715
842,0.6557142857142857
843,0.6357142857142857
844,0.6614285714285715
845,0.6757142857142857
846,0.6771428571428572
847,0.6657142857142857
848,0.7057142857142857
849,0.6342857142857142
850,0.6842857142857143
851,0.6114285714285714
852,0.6228571428571429
853,0.6257142857142857
854,0.6471428571428571
855,0.6857142857142857
856,0.6428571428571429
857,0.6685714285714286
858,0.6685714285714286
859,0.6
860,0.6714285714285714
861,0.5528571428571428
862,0.6614285714285715
863,0.6485714285714286
864,0.6442857142857142
865,0.6628571428571428
866,0.5985714285714285
867,0.6428571428571429
868,0.6214285714285714
869,0.6485714285714286
870,0.6328571428571429
871,0.6357142857142857
872,0.6485714285714286
873,0.5885714285714285
874,0.6242857142857143
875,0.7028571428571428
876,0.6642857142857143
877,0.5957142857142858
878,0.6542857142857142
879,0.6142857142857143
880,0.6314285714285715
881,0.66
882,0.68
883,0.6385714285714286
884,0.6485714285714286
885,0.6942857142857143
886,0.66
887,0.65
888,0.6385714285714286
889,0.6571428571428571
890,0.6671428571428571
891,0.6628571428571428
892,0.6385714285714286
893,0.5714285714285714
894,0.5671428571428572
895,0.6528571428571428
896,0.6342857142857142
897,0.6457142857142857
898,0.6985714285714286
899,0.6671428571428571
900,0.6857142857142857
901,0.6471428571428571
902,0.6685714285714286
903,0.6685714285714286
904,0.6757142857142857
905,0.6371428571428571
906,0.6114285714285714
907,0.6485714285714286
908,0.6485714285714286
909,0.6442857142857142
910,0.5757142857142857
911,0.6828571428571428
912,0.6842857142857143
913,0.6514285714285715
914,0.6642857142857143
915,0.6342857142857142
916,0.6414285714285715
917,0.6171428571428571
918,0.6714285714285714
919,0.6428571428571429
920,0.6628571428571428
921,0.5914285714285714
922,0.6557142857142857
923,0.6671428571428571
924,0.6114285714285714
925,0.6457142857142857
926,0.6585714285714286
927,0.5528571428571428
928,0.6057142857142858
929,0.6985714285714286
930,0.63
931,0.6842857142857143
932,0.7085714285714285
933,0.68
934,0.6614285714285715
935,0.6257142857142857
936,0.6114285714285714
937,0.69
938,0.6642857142857143
939,0.6514285714285715
940,0.61
941,0.6771428571428572
942,0.6614285714285715
943,0.5857142857142857
944,0.6042857142857143
945,0.6957142857142857
946,0.64
947,0.6414285714285715
948,0.6871428571428572
949,0.5842857142857143
950,0.6357142857142857
951,0.6414285714285715
952,0.67
953,0.6985714285714286
954,0.6571428571428571
955,0.6885714285714286
956,0.6042857142857143
957,0.6271428571428571
958,0.6814285714285714
959,0.6085714285714285
960,0.6128571428571429
961,0.6614285714285715
962,0.63
963,0.64
964,0.5928571428571429
965,0.5871428571428572
966,0.6271428571428571
967,0.6342857142857142
968,0.6385714285714286
969,0.6742857142857143
970,0.69
971,0.6628571428571428
972,0.67
973,0.6914285714285714
974,0.6471428571428571
975,0.6885714285714286
976,0.6614285714285715
977,0.6357142857142857
978,0.6242857142857143
979,0.7114285714285714
980,0.6171428571428571
981,0.56
982,0.68
983,0.6457142857142857
984,0.66
985,0.6585714285714286
986,0.65
987,0.6342857142857142
988,0.5842857142857143
989,0.6485714285714286
990,0.6414285714285715
991,0.6157142857142858
992,0.63
993,0.6357142857142857
994,0.6485714285714286
995,0.6842857142857143
996,0.6814285714285714
997,0.6685714285714286
998,0.6128571428571429
